Year,Fuel,Flow_type,Primary_group,Subgroup,Category,Unit,Energy,Energy_numeric,Energy_TWh
2019,Liquid biofuels,Marine bunkers,Supply,,,ktoe,0.0,0.0,0.0
2019,Liquid biofuels,Stock change,Supply,,,ktoe,-0.2688044329798413,-0.2688044329798413,-0.0031261955555555543
2019,Liquid biofuels,Transfers,Supply,,,ktoe,0.0,0.0,0.0
2019,Liquid biofuels,Statistical difference,Statistical difference,,,ktoe,0.0,0.0,0.0
2019,Liquid biofuels,Major power producers,Demand,Transformation,,ktoe,0.0,0.0,0.0
2019,Liquid biofuels,Autogenerators,Demand,Transformation,,ktoe,26.567463456577816,26.567463456577816,0.30897959999999997
2019,Liquid biofuels,Heat generation,Demand,Transformation,,ktoe,0.0,0.0,0.0
2019,Liquid biofuels,Petroleum refineries,Demand,Transformation,,ktoe,0.0,0.0,0.0
2019,Liquid biofuels,Coke manufacture,Demand,Transformation,,ktoe,0.0,0.0,0.0
2019,Liquid biofuels,Blast furnaces,Demand,Transformation,,ktoe,0.0,0.0,0.0
2019,Liquid biofuels,Patent fuel manufacture,Demand,Transformation,,ktoe,0.0,0.0,0.0
2019,Liquid biofuels,Other,Demand,Transformation,,ktoe,0.0,0.0,0.0
2019,Liquid biofuels,Electricity generation,Demand,Energy industry use,,ktoe,0.0,0.0,0.0
2019,Liquid biofuels,Oil and gas extraction,Demand,Energy industry use,,ktoe,0.0,0.0,0.0
2019,Liquid biofuels,Petroleum refineries,Demand,Energy industry use,,ktoe,0.0,0.0,0.0
2019,Liquid biofuels,Coal extraction,Demand,Energy industry use,,ktoe,0.0,0.0,0.0
2019,Liquid biofuels,Coke manufacture,Demand,Energy industry use,,ktoe,0.0,0.0,0.0
2019,Liquid biofuels,Blast furnaces,Demand,Energy industry use,,ktoe,0.0,0.0,0.0
2019,Liquid biofuels,Patent fuel manufacture,Demand,Energy industry use,,ktoe,0.0,0.0,0.0
2019,Liquid biofuels,Pumped storage,Demand,Energy industry use,,ktoe,0.0,0.0,0.0
2019,Liquid biofuels,Other,Demand,Energy industry use,,ktoe,0.0,0.0,0.0
2019,Liquid biofuels,Losses,Demand,,,ktoe,0.0,0.0,0.0
2019,Liquid biofuels,Unclassified,Demand,Final consumption,Industry,ktoe,0.0,0.0,0.0
2019,Liquid biofuels,Iron and steel,Demand,Final consumption,Industry,ktoe,0.0,0.0,0.0
2019,Liquid biofuels,Non-ferrous metals,Demand,Final consumption,Industry,ktoe,0.0,0.0,0.0
2019,Liquid biofuels,Mineral products,Demand,Final consumption,Industry,ktoe,0.0,0.0,0.0
2019,Liquid biofuels,Chemicals,Demand,Final consumption,Industry,ktoe,0.0,0.0,0.0
2019,Liquid biofuels,"Mechanical engineering, etc",Demand,Final consumption,Industry,ktoe,0.0,0.0,0.0
2019,Liquid biofuels,"Electrical engineering, etc",Demand,Final consumption,Industry,ktoe,0.0,0.0,0.0
2019,Liquid biofuels,Vehicles,Demand,Final consumption,Industry,ktoe,0.0,0.0,0.0
2019,Liquid biofuels,"Food, beverages, etc",Demand,Final consumption,Industry,ktoe,0.0,0.0,0.0
2019,Liquid biofuels,"Textiles, leather, etc",Demand,Final consumption,Industry,ktoe,0.0,0.0,0.0
2019,Liquid biofuels,"Paper, printing, etc",Demand,Final consumption,Industry,ktoe,0.0,0.0,0.0
2019,Liquid biofuels,Other industries,Demand,Final consumption,Industry,ktoe,0.0,0.0,0.0
2019,Liquid biofuels,Construction,Demand,Final consumption,Industry,ktoe,0.0,0.0,0.0
2019,Liquid biofuels,Air,Demand,Final consumption,Transport,ktoe,0.0,0.0,0.0
2019,Liquid biofuels,Rail,Demand,Final consumption,Transport,ktoe,0.0,0.0,0.0
2019,Liquid biofuels,Road,Demand,Final consumption,Transport,ktoe,1886.364408187637,1886.364408187637,21.93841806722222
2019,Liquid biofuels,National navigation,Demand,Final consumption,Transport,ktoe,0.0,0.0,0.0
2019,Liquid biofuels,Pipelines,Demand,Final consumption,Transport,ktoe,0.0,0.0,0.0
2019,Liquid biofuels,Domestic,Demand,Final consumption,Other final users,ktoe,0.0,0.0,0.0
2019,Liquid biofuels,Public administration,Demand,Final consumption,Other final users,ktoe,0.0,0.0,0.0
2019,Liquid biofuels,Commercial,Demand,Final consumption,Other final users,ktoe,0.0,0.0,0.0
2019,Liquid biofuels,Agriculture,Demand,Final consumption,Other final users,ktoe,76.92147289576765,76.92147289576765,0.8945967297777777
2019,Liquid biofuels,Miscellaneous,Demand,Final consumption,Other final users,ktoe,0.0,0.0,0.0
2019,Liquid biofuels,Non energy use,Demand,Final consumption,,ktoe,0.0,0.0,0.0
2019,Non-renewable waste,Production,Supply,,,ktoe,1692.1368600000003,1692.1368600000003,19.679551681800003
2019,Non-renewable waste,Other sources,Supply,,,ktoe,0.0,0.0,0.0
2019,Non-renewable waste,Imports,Supply,,,ktoe,0.0,0.0,0.0
2019,Non-renewable waste,Exports,Supply,,,ktoe,0.0,0.0,0.0
2019,Non-renewable waste,Marine bunkers,Supply,,,ktoe,0.0,0.0,0.0
2019,Non-renewable waste,Stock change,Supply,,,ktoe,0.0,0.0,0.0
2019,Non-renewable waste,Transfers,Supply,,,ktoe,0.0,0.0,0.0
2019,Non-renewable waste,Statistical difference,Statistical difference,,,ktoe,0.0,0.0,0.0
2019,Non-renewable waste,Major power producers,Demand,Transformation,,ktoe,468.3700000000002,468.3700000000002,5.447143100000002
2019,Non-renewable waste,Autogenerators,Demand,Transformation,,ktoe,1063.9350000000004,1063.9350000000004,12.373564050000004
2019,Non-renewable waste,Heat generation,Demand,Transformation,,ktoe,12.360000000000005,12.360000000000005,0.14374680000000006
2019,Non-renewable waste,Petroleum refineries,Demand,Transformation,,ktoe,0.0,0.0,0.0
2019,Non-renewable waste,Coke manufacture,Demand,Transformation,,ktoe,0.0,0.0,0.0
2019,Non-renewable waste,Blast furnaces,Demand,Transformation,,ktoe,0.0,0.0,0.0
2019,Non-renewable waste,Patent fuel manufacture,Demand,Transformation,,ktoe,0.0,0.0,0.0
2019,Non-renewable waste,Other,Demand,Transformation,,ktoe,0.0,0.0,0.0
2019,Non-renewable waste,Electricity generation,Demand,Energy industry use,,ktoe,0.0,0.0,0.0
2019,Non-renewable waste,Oil and gas extraction,Demand,Energy industry use,,ktoe,0.0,0.0,0.0
2019,Non-renewable waste,Petroleum refineries,Demand,Energy industry use,,ktoe,0.0,0.0,0.0
2019,Non-renewable waste,Coal extraction,Demand,Energy industry use,,ktoe,0.0,0.0,0.0
2019,Non-renewable waste,Coke manufacture,Demand,Energy industry use,,ktoe,0.0,0.0,0.0
2019,Non-renewable waste,Blast furnaces,Demand,Energy industry use,,ktoe,0.0,0.0,0.0
2019,Non-renewable waste,Patent fuel manufacture,Demand,Energy industry use,,ktoe,0.0,0.0,0.0
2019,Non-renewable waste,Pumped storage,Demand,Energy industry use,,ktoe,0.0,0.0,0.0
2019,Non-renewable waste,Other,Demand,Energy industry use,,ktoe,0.0,0.0,0.0
2019,Non-renewable waste,Losses,Demand,,,ktoe,0.0,0.0,0.0
2019,Non-renewable waste,Unclassified,Demand,Final consumption,Industry,ktoe,0.0,0.0,0.0
2019,Non-renewable waste,Iron and steel,Demand,Final consumption,Industry,ktoe,0.8800000000000004,0.8800000000000004,0.010234400000000005
2019,Non-renewable waste,Non-ferrous metals,Demand,Final consumption,Industry,ktoe,0.0,0.0,0.0
2019,Non-renewable waste,Mineral products,Demand,Final consumption,Industry,ktoe,58.93686,58.93686,0.6854356818
2019,Non-renewable waste,Chemicals,Demand,Final consumption,Industry,ktoe,28.41000000000001,28.41000000000001,0.3304083000000001
2019,Non-renewable waste,"Mechanical engineering, etc",Demand,Final consumption,Industry,ktoe,0.0,0.0,0.0
2019,Non-renewable waste,"Electrical engineering, etc",Demand,Final consumption,Industry,ktoe,0.0,0.0,0.0
2019,Non-renewable waste,Vehicles,Demand,Final consumption,Industry,ktoe,5.0900000000000025,5.0900000000000025,0.059196700000000026
2019,Non-renewable waste,"Food, beverages, etc",Demand,Final consumption,Industry,ktoe,0.05,0.05,0.0005815
2019,Non-renewable waste,"Textiles, leather, etc",Demand,Final consumption,Industry,ktoe,0.0,0.0,0.0
2019,Non-renewable waste,"Paper, printing, etc",Demand,Final consumption,Industry,ktoe,16.400000000000006,16.400000000000006,0.19073200000000007
2019,Non-renewable waste,Other industries,Demand,Final consumption,Industry,ktoe,0.0,0.0,0.0
2019,Non-renewable waste,Construction,Demand,Final consumption,Industry,ktoe,0.0,0.0,0.0
2019,Non-renewable waste,Air,Demand,Final consumption,Transport,ktoe,0.0,0.0,0.0
2019,Non-renewable waste,Rail,Demand,Final consumption,Transport,ktoe,0.0,0.0,0.0
2019,Non-renewable waste,Road,Demand,Final consumption,Transport,ktoe,0.0,0.0,0.0
2019,Non-renewable waste,National navigation,Demand,Final consumption,Transport,ktoe,0.0,0.0,0.0
2019,Non-renewable waste,Pipelines,Demand,Final consumption,Transport,ktoe,0.0,0.0,0.0
2019,Non-renewable waste,Domestic,Demand,Final consumption,Other final users,ktoe,0.0,0.0,0.0
2019,Non-renewable waste,Public administration,Demand,Final consumption,Other final users,ktoe,33.53,33.53,0.3899539
2019,Non-renewable waste,Commercial,Demand,Final consumption,Other final users,ktoe,4.175000000000002,4.175000000000002,0.048555250000000015
2019,Non-renewable waste,Agriculture,Demand,Final consumption,Other final users,ktoe,0.0,0.0,0.0
2019,Non-renewable waste,Miscellaneous,Demand,Final consumption,Other final users,ktoe,0.0,0.0,0.0
2019,Non-renewable waste,Non energy use,Demand,Final consumption,,ktoe,0.0,0.0,0.0
2019,Plant biomass,Production,Supply,,,ktoe,2847.8101782233284,2847.8101782233284,33.120032372737306
2019,Plant biomass,Other sources,Supply,,,ktoe,0.0,0.0,0.0
2019,Plant biomass,Imports,Supply,,,ktoe,3883.494744003669,3883.494744003669,45.165043872762666
2019,Plant biomass,Exports,Supply,,,ktoe,-13.936121529989494,-13.936121529989494,-0.16207709339377782
2019,Plant biomass,Marine bunkers,Supply,,,ktoe,0.0,0.0,0.0
2019,Plant biomass,Stock change,Supply,,,ktoe,0.0,0.0,0.0
2019,Plant biomass,Transfers,Supply,,,ktoe,0.0,0.0,0.0
2019,Plant biomass,Statistical difference,Statistical difference,,,ktoe,0.0,0.0,0.0
2019,Plant biomass,Major power producers,Demand,Transformation,,ktoe,4006.4240785777306,4006.4240785777306,46.594712033859004
2019,Plant biomass,Autogenerators,Demand,Transformation,,ktoe,1393.765725801287,1393.765725801287,16.20949539106897
2019,Plant biomass,Heat generation,Demand,Transformation,,ktoe,138.4925919294948,138.4925919294948,1.6106688441400245
2019,Plant biomass,Petroleum refineries,Demand,Transformation,,ktoe,0.0,0.0,0.0
2019,Plant biomass,Coke manufacture,Demand,Transformation,,ktoe,0.0,0.0,0.0
2019,Plant biomass,Blast furnaces,Demand,Transformation,,ktoe,0.0,0.0,0.0
2019,Plant biomass,Patent fuel manufacture,Demand,Transformation,,ktoe,0.0,0.0,0.0
2019,Plant biomass,Other,Demand,Transformation,,ktoe,0.0,0.0,0.0
2019,Plant biomass,Electricity generation,Demand,Energy industry use,,ktoe,0.0,0.0,0.0
2019,Plant biomass,Oil and gas extraction,Demand,Energy industry use,,ktoe,0.0,0.0,0.0
2019,Plant biomass,Petroleum refineries,Demand,Energy industry use,,ktoe,0.0,0.0,0.0
2019,Plant biomass,Coal extraction,Demand,Energy industry use,,ktoe,0.0,0.0,0.0
2019,Plant biomass,Coke manufacture,Demand,Energy industry use,,ktoe,0.0,0.0,0.0
2019,Plant biomass,Blast furnaces,Demand,Energy industry use,,ktoe,0.0,0.0,0.0
2019,Plant biomass,Patent fuel manufacture,Demand,Energy industry use,,ktoe,0.0,0.0,0.0
2019,Plant biomass,Pumped storage,Demand,Energy industry use,,ktoe,0.0,0.0,0.0
2019,Plant biomass,Other,Demand,Energy industry use,,ktoe,0.0,0.0,0.0
2019,Plant biomass,Losses,Demand,,,ktoe,0.0,0.0,0.0
2019,Plant biomass,Unclassified,Demand,Final consumption,Industry,ktoe,221.7100679205836,221.7100679205836,2.5784880899163873
2019,Plant biomass,Iron and steel,Demand,Final consumption,Industry,ktoe,0.0,0.0,0.0
2019,Plant biomass,Non-ferrous metals,Demand,Final consumption,Industry,ktoe,0.0,0.0,0.0
2019,Plant biomass,Mineral products,Demand,Final consumption,Industry,ktoe,272.61237770334753,272.61237770334753,3.170481952689932
2019,Plant biomass,Chemicals,Demand,Final consumption,Industry,ktoe,33.451374102978065,33.451374102978065,0.3890394808176349
2019,Plant biomass,"Mechanical engineering, etc",Demand,Final consumption,Industry,ktoe,0.0,0.0,0.0
2019,Plant biomass,"Electrical engineering, etc",Demand,Final consumption,Industry,ktoe,0.0,0.0,0.0
2019,Plant biomass,Vehicles,Demand,Final consumption,Industry,ktoe,0.0,0.0,0.0
2019,Plant biomass,"Food, beverages, etc",Demand,Final consumption,Industry,ktoe,73.52070439307025,73.52070439307025,0.855045792091407
2019,Plant biomass,"Textiles, leather, etc",Demand,Final consumption,Industry,ktoe,0.0,0.0,0.0
2019,Plant biomass,"Paper, printing, etc",Demand,Final consumption,Industry,ktoe,351.70597730540715,351.70597730540715,4.090340516061885
2019,Plant biomass,Other industries,Demand,Final consumption,Industry,ktoe,1.7698957867583835,1.7698957867583835,0.020583888
2019,Plant biomass,Construction,Demand,Final consumption,Industry,ktoe,0.0,0.0,0.0
2019,Plant biomass,Air,Demand,Final consumption,Transport,ktoe,0.0,0.0,0.0
2019,Plant biomass,Rail,Demand,Final consumption,Transport,ktoe,0.0,0.0,0.0
2019,Plant biomass,Road,Demand,Final consumption,Transport,ktoe,0.0,0.0,0.0
2019,Plant biomass,National navigation,Demand,Final consumption,Transport,ktoe,0.0,0.0,0.0
2019,Plant biomass,Pipelines,Demand,Final consumption,Transport,ktoe,0.0,0.0,0.0
2019,Plant biomass,Domestic,Demand,Final consumption,Other final users,ktoe,0.0,0.0,0.0
2019,Plant biomass,Public administration,Demand,Final consumption,Other final users,ktoe,1.291614737568,1.291614737568,0.01502147939791584
2019,Plant biomass,Commercial,Demand,Final consumption,Other final users,ktoe,138.95365362007334,138.95365362007334,1.6160309916014528
2019,Plant biomass,Agriculture,Demand,Final consumption,Other final users,ktoe,83.67073881870849,83.67073881870849,0.9730906924615796
2019,Plant biomass,Miscellaneous,Demand,Final consumption,Other final users,ktoe,0.0,0.0,0.0
2019,Plant biomass,Non energy use,Demand,Final consumption,,ktoe,0.0,0.0,0.0
2019,Renewable waste,Production,Supply,,,ktoe,1622.3631399999992,1622.3631399999992,18.86808331819999
2019,Renewable waste,Other sources,Supply,,,ktoe,0.0,0.0,0.0
2019,Renewable waste,Imports,Supply,,,ktoe,0.0,0.0,0.0
2019,Renewable waste,Exports,Supply,,,ktoe,0.0,0.0,0.0
2019,Renewable waste,Marine bunkers,Supply,,,ktoe,0.0,0.0,0.0
2019,Renewable waste,Stock change,Supply,,,ktoe,0.0,0.0,0.0
2019,Renewable waste,Transfers,Supply,,,ktoe,0.0,0.0,0.0
2019,Renewable waste,Statistical difference,Statistical difference,,,ktoe,0.0,0.0,0.0
2019,Renewable waste,Major power producers,Demand,Transformation,,ktoe,468.36999999999983,468.36999999999983,5.447143099999998
2019,Renewable waste,Autogenerators,Demand,Transformation,,ktoe,1063.9349999999995,1063.9349999999995,12.373564049999993
2019,Renewable waste,Heat generation,Demand,Transformation,,ktoe,12.359999999999996,12.359999999999996,0.14374679999999995
2019,Renewable waste,Petroleum refineries,Demand,Transformation,,ktoe,0.0,0.0,0.0
2019,Renewable waste,Coke manufacture,Demand,Transformation,,ktoe,0.0,0.0,0.0
2019,Renewable waste,Blast furnaces,Demand,Transformation,,ktoe,0.0,0.0,0.0
2019,Renewable waste,Patent fuel manufacture,Demand,Transformation,,ktoe,0.0,0.0,0.0
2019,Renewable waste,Other,Demand,Transformation,,ktoe,0.0,0.0,0.0
2019,Renewable waste,Electricity generation,Demand,Energy industry use,,ktoe,0.0,0.0,0.0
2019,Renewable waste,Oil and gas extraction,Demand,Energy industry use,,ktoe,0.0,0.0,0.0
2019,Renewable waste,Petroleum refineries,Demand,Energy industry use,,ktoe,0.0,0.0,0.0
2019,Renewable waste,Coal extraction,Demand,Energy industry use,,ktoe,0.0,0.0,0.0
2019,Renewable waste,Coke manufacture,Demand,Energy industry use,,ktoe,0.0,0.0,0.0
2019,Renewable waste,Blast furnaces,Demand,Energy industry use,,ktoe,0.0,0.0,0.0
2019,Renewable waste,Patent fuel manufacture,Demand,Energy industry use,,ktoe,0.0,0.0,0.0
2019,Renewable waste,Pumped storage,Demand,Energy industry use,,ktoe,0.0,0.0,0.0
2019,Renewable waste,Other,Demand,Energy industry use,,ktoe,0.0,0.0,0.0
2019,Renewable waste,Losses,Demand,,,ktoe,0.0,0.0,0.0
2019,Renewable waste,Unclassified,Demand,Final consumption,Industry,ktoe,0.0,0.0,0.0
2019,Renewable waste,Iron and steel,Demand,Final consumption,Industry,ktoe,0.8799999999999997,0.8799999999999997,0.010234399999999996
2019,Renewable waste,Non-ferrous metals,Demand,Final consumption,Industry,ktoe,0.0,0.0,0.0
2019,Renewable waste,Mineral products,Demand,Final consumption,Industry,ktoe,22.69314,22.69314,0.2639212182
2019,Renewable waste,Chemicals,Demand,Final consumption,Industry,ktoe,28.40999999999999,28.40999999999999,0.3304082999999999
2019,Renewable waste,"Mechanical engineering, etc",Demand,Final consumption,Industry,ktoe,0.0,0.0,0.0
2019,Renewable waste,"Electrical engineering, etc",Demand,Final consumption,Industry,ktoe,0.0,0.0,0.0
2019,Renewable waste,Vehicles,Demand,Final consumption,Industry,ktoe,5.089999999999998,5.089999999999998,0.05919669999999998
2019,Renewable waste,"Food, beverages, etc",Demand,Final consumption,Industry,ktoe,0.0499999999999999,0.0499999999999999,0.0005814999999999988
2019,Renewable waste,"Textiles, leather, etc",Demand,Final consumption,Industry,ktoe,0.0,0.0,0.0
2019,Renewable waste,"Paper, printing, etc",Demand,Final consumption,Industry,ktoe,16.39999999999999,16.39999999999999,0.1907319999999999
2019,Renewable waste,Other industries,Demand,Final consumption,Industry,ktoe,0.0,0.0,0.0
2019,Renewable waste,Construction,Demand,Final consumption,Industry,ktoe,0.0,0.0,0.0
2019,Renewable waste,Air,Demand,Final consumption,Transport,ktoe,0.0,0.0,0.0
2019,Renewable waste,Rail,Demand,Final consumption,Transport,ktoe,0.0,0.0,0.0
2019,Renewable waste,Road,Demand,Final consumption,Transport,ktoe,0.0,0.0,0.0
2019,Renewable waste,National navigation,Demand,Final consumption,Transport,ktoe,0.0,0.0,0.0
2019,Renewable waste,Pipelines,Demand,Final consumption,Transport,ktoe,0.0,0.0,0.0
2019,Renewable waste,Domestic,Demand,Final consumption,Other final users,ktoe,0.0,0.0,0.0
2019,Renewable waste,Public administration,Demand,Final consumption,Other final users,ktoe,0.0,0.0,0.0
2019,Renewable waste,Commercial,Demand,Final consumption,Other final users,ktoe,4.174999999999998,4.174999999999998,0.04855524999999997
2019,Renewable waste,Agriculture,Demand,Final consumption,Other final users,ktoe,0.0,0.0,0.0
2019,Renewable waste,Miscellaneous,Demand,Final consumption,Other final users,ktoe,0.0,0.0,0.0
2019,Renewable waste,Non energy use,Demand,Final consumption,,ktoe,0.0,0.0,0.0
2019,Sewage gas,Production,Supply,,,ktoe,367.1899109946723,367.1899109946723,4.270418664868038
2019,Sewage gas,Other sources,Supply,,,ktoe,0.0,0.0,0.0
2019,Sewage gas,Imports,Supply,,,ktoe,0.0,0.0,0.0
2019,Sewage gas,Exports,Supply,,,ktoe,0.0,0.0,0.0
2019,Sewage gas,Marine bunkers,Supply,,,ktoe,0.0,0.0,0.0
2019,Sewage gas,Stock change,Supply,,,ktoe,0.0,0.0,0.0
2019,Sewage gas,Transfers,Supply,,,ktoe,-43.17556206500001,-43.17556206500001,-0.50213178681595
2019,Sewage gas,Statistical difference,Statistical difference,,,ktoe,0.0,0.0,0.0
2019,Sewage gas,Major power producers,Demand,Transformation,,ktoe,0.0,0.0,0.0
2019,Sewage gas,Autogenerators,Demand,Transformation,,ktoe,233.1523940482743,233.1523940482743,2.7115623427814297
2019,Sewage gas,Heat generation,Demand,Transformation,,ktoe,0.0,0.0,0.0
2019,Sewage gas,Petroleum refineries,Demand,Transformation,,ktoe,0.0,0.0,0.0
2019,Sewage gas,Coke manufacture,Demand,Transformation,,ktoe,0.0,0.0,0.0
2019,Sewage gas,Blast furnaces,Demand,Transformation,,ktoe,0.0,0.0,0.0
2019,Sewage gas,Patent fuel manufacture,Demand,Transformation,,ktoe,0.0,0.0,0.0
2019,Sewage gas,Other,Demand,Transformation,,ktoe,0.0,0.0,0.0
2019,Sewage gas,Electricity generation,Demand,Energy industry use,,ktoe,0.0,0.0,0.0
2019,Sewage gas,Oil and gas extraction,Demand,Energy industry use,,ktoe,0.0,0.0,0.0
2019,Sewage gas,Petroleum refineries,Demand,Energy industry use,,ktoe,0.0,0.0,0.0
2019,Sewage gas,Coal extraction,Demand,Energy industry use,,ktoe,0.0,0.0,0.0
2019,Sewage gas,Coke manufacture,Demand,Energy industry use,,ktoe,0.0,0.0,0.0
2019,Sewage gas,Blast furnaces,Demand,Energy industry use,,ktoe,0.0,0.0,0.0
2019,Sewage gas,Patent fuel manufacture,Demand,Energy industry use,,ktoe,0.0,0.0,0.0
2019,Sewage gas,Pumped storage,Demand,Energy industry use,,ktoe,0.0,0.0,0.0
2019,Sewage gas,Other,Demand,Energy industry use,,ktoe,0.0,0.0,0.0
2019,Sewage gas,Losses,Demand,,,ktoe,0.0,0.0,0.0
2019,Sewage gas,Unclassified,Demand,Final consumption,Industry,ktoe,0.0,0.0,0.0
2019,Sewage gas,Iron and steel,Demand,Final consumption,Industry,ktoe,0.0,0.0,0.0
2019,Sewage gas,Non-ferrous metals,Demand,Final consumption,Industry,ktoe,0.0,0.0,0.0
2019,Sewage gas,Mineral products,Demand,Final consumption,Industry,ktoe,0.0,0.0,0.0
2019,Sewage gas,Chemicals,Demand,Final consumption,Industry,ktoe,0.0,0.0,0.0
2019,Sewage gas,"Mechanical engineering, etc",Demand,Final consumption,Industry,ktoe,0.0,0.0,0.0
2019,Sewage gas,"Electrical engineering, etc",Demand,Final consumption,Industry,ktoe,0.0,0.0,0.0
2019,Sewage gas,Vehicles,Demand,Final consumption,Industry,ktoe,0.0,0.0,0.0
2019,Sewage gas,"Food, beverages, etc",Demand,Final consumption,Industry,ktoe,0.0,0.0,0.0
2019,Sewage gas,"Textiles, leather, etc",Demand,Final consumption,Industry,ktoe,0.0,0.0,0.0
2019,Sewage gas,"Paper, printing, etc",Demand,Final consumption,Industry,ktoe,0.0,0.0,0.0
2019,Sewage gas,Other industries,Demand,Final consumption,Industry,ktoe,89.85,89.85,1.0449555
2019,Sewage gas,Construction,Demand,Final consumption,Industry,ktoe,0.0,0.0,0.0
2019,Sewage gas,Air,Demand,Final consumption,Transport,ktoe,0.0,0.0,0.0
2019,Sewage gas,Rail,Demand,Final consumption,Transport,ktoe,0.0,0.0,0.0
2019,Sewage gas,Road,Demand,Final consumption,Transport,ktoe,1.011954881398018,1.011954881398018,0.011769035270658949
2019,Sewage gas,National navigation,Demand,Final consumption,Transport,ktoe,0.0,0.0,0.0
2019,Sewage gas,Pipelines,Demand,Final consumption,Transport,ktoe,0.0,0.0,0.0
2019,Sewage gas,Domestic,Demand,Final consumption,Other final users,ktoe,0.0,0.0,0.0
2019,Sewage gas,Public administration,Demand,Final consumption,Other final users,ktoe,0.0,0.0,0.0
2019,Sewage gas,Commercial,Demand,Final consumption,Other final users,ktoe,0.0,0.0,0.0
2019,Sewage gas,Agriculture,Demand,Final consumption,Other final users,ktoe,0.0,0.0,0.0
2019,Sewage gas,Miscellaneous,Demand,Final consumption,Other final users,ktoe,0.0,0.0,0.0
2019,Sewage gas,Non energy use,Demand,Final consumption,,ktoe,0.0,0.0,0.0
2019,"Solar PV, solar thermal, geothermal",Production,Supply,,,ktoe,1104.590003003688,1104.590003003688,12.84638173493289
2019,"Solar PV, solar thermal, geothermal",Other sources,Supply,,,ktoe,0.0,0.0,0.0
2019,"Solar PV, solar thermal, geothermal",Imports,Supply,,,ktoe,0.0,0.0,0.0
2019,"Solar PV, solar thermal, geothermal",Exports,Supply,,,ktoe,0.0,0.0,0.0
2019,"Solar PV, solar thermal, geothermal",Marine bunkers,Supply,,,ktoe,0.0,0.0,0.0
2019,"Solar PV, solar thermal, geothermal",Stock change,Supply,,,ktoe,0.0,0.0,0.0
2019,"Solar PV, solar thermal, geothermal",Transfers,Supply,,,ktoe,0.0,0.0,0.0
2019,"Solar PV, solar thermal, geothermal",Statistical difference,Statistical difference,,,ktoe,0.0,0.0,0.0
2019,"Solar PV, solar thermal, geothermal",Major power producers,Demand,Transformation,,ktoe,331.9248406938748,331.9248406938748,3.8602858972697636
2019,"Solar PV, solar thermal, geothermal",Autogenerators,Demand,Transformation,,ktoe,735.8361091757679,735.8361091757679,8.55777394971418
2019,"Solar PV, solar thermal, geothermal",Heat generation,Demand,Transformation,,ktoe,0.0,0.0,0.0
2019,"Solar PV, solar thermal, geothermal",Petroleum refineries,Demand,Transformation,,ktoe,0.0,0.0,0.0
2019,"Solar PV, solar thermal, geothermal",Coke manufacture,Demand,Transformation,,ktoe,0.0,0.0,0.0
2019,"Solar PV, solar thermal, geothermal",Blast furnaces,Demand,Transformation,,ktoe,0.0,0.0,0.0
2019,"Solar PV, solar thermal, geothermal",Patent fuel manufacture,Demand,Transformation,,ktoe,0.0,0.0,0.0
2019,"Solar PV, solar thermal, geothermal",Other,Demand,Transformation,,ktoe,0.0,0.0,0.0
2019,"Solar PV, solar thermal, geothermal",Electricity generation,Demand,Energy industry use,,ktoe,0.0,0.0,0.0
2019,"Solar PV, solar thermal, geothermal",Oil and gas extraction,Demand,Energy industry use,,ktoe,0.0,0.0,0.0
2019,"Solar PV, solar thermal, geothermal",Petroleum refineries,Demand,Energy industry use,,ktoe,0.0,0.0,0.0
2019,"Solar PV, solar thermal, geothermal",Coal extraction,Demand,Energy industry use,,ktoe,0.0,0.0,0.0
2019,"Solar PV, solar thermal, geothermal",Coke manufacture,Demand,Energy industry use,,ktoe,0.0,0.0,0.0
2019,"Solar PV, solar thermal, geothermal",Blast furnaces,Demand,Energy industry use,,ktoe,0.0,0.0,0.0
2019,"Solar PV, solar thermal, geothermal",Patent fuel manufacture,Demand,Energy industry use,,ktoe,0.0,0.0,0.0
2019,"Solar PV, solar thermal, geothermal",Pumped storage,Demand,Energy industry use,,ktoe,0.0,0.0,0.0
2019,"Solar PV, solar thermal, geothermal",Other,Demand,Energy industry use,,ktoe,0.0,0.0,0.0
2019,"Solar PV, solar thermal, geothermal",Losses,Demand,,,ktoe,0.0,0.0,0.0
2019,"Solar PV, solar thermal, geothermal",Unclassified,Demand,Final consumption,Industry,ktoe,0.0,0.0,0.0
2019,"Solar PV, solar thermal, geothermal",Iron and steel,Demand,Final consumption,Industry,ktoe,0.0,0.0,0.0
2019,"Solar PV, solar thermal, geothermal",Non-ferrous metals,Demand,Final consumption,Industry,ktoe,0.0,0.0,0.0
2019,"Solar PV, solar thermal, geothermal",Mineral products,Demand,Final consumption,Industry,ktoe,0.0,0.0,0.0
2019,"Solar PV, solar thermal, geothermal",Chemicals,Demand,Final consumption,Industry,ktoe,0.0,0.0,0.0
2019,"Solar PV, solar thermal, geothermal","Mechanical engineering, etc",Demand,Final consumption,Industry,ktoe,0.0,0.0,0.0
2019,"Solar PV, solar thermal, geothermal","Electrical engineering, etc",Demand,Final consumption,Industry,ktoe,0.0,0.0,0.0
2019,"Solar PV, solar thermal, geothermal",Vehicles,Demand,Final consumption,Industry,ktoe,0.0,0.0,0.0
