Year,Fuel,Flow_type,Primary_group,Subgroup,Category,Aggregate_type,Unit,Energy,Row
2017,Animal biomass,Total supply,Supply,,,sum,ktoe,236.98,13
2017,Animal biomass,Statistical difference,Statistical difference,,,value,ktoe,0.0,14
2017,Animal biomass,Total demand,Demand,,,sum,ktoe,236.98,15
2017,Animal biomass,Transformation,Demand,Transformation,,sum,ktoe,225.87,16
2017,Animal biomass,Electricity generation,Demand,Transformation,,sum,ktoe,225.87,17
2017,Animal biomass,Major power producers,Demand,Transformation,,value,ktoe,173.53,18
2017,Animal biomass,Autogenerators,Demand,Transformation,,value,ktoe,52.34,19
2017,Animal biomass,Heat generation,Demand,Transformation,,value,ktoe,0.0,20
2017,Animal biomass,Petroleum refineries,Demand,Transformation,,value,ktoe,0.0,21
2017,Animal biomass,Coke manufacture,Demand,Transformation,,value,ktoe,0.0,22
2017,Animal biomass,Blast furnaces,Demand,Transformation,,value,ktoe,0.0,23
2017,Animal biomass,Patent fuel manufacture,Demand,Transformation,,value,ktoe,0.0,24
2017,Animal biomass,Other,Demand,Transformation,,value,ktoe,0.0,25
2017,Animal biomass,Energy industry use,Demand,Energy industry use,,sum,ktoe,0.0,26
2017,Animal biomass,Electricity generation,Demand,Energy industry use,,value,ktoe,0.0,27
2017,Animal biomass,Oil and gas extraction,Demand,Energy industry use,,value,ktoe,0.0,28
2017,Animal biomass,Petroleum refineries,Demand,Energy industry use,,value,ktoe,0.0,29
2017,Animal biomass,Coal extraction,Demand,Energy industry use,,value,ktoe,0.0,30
2017,Animal biomass,Coke manufacture,Demand,Energy industry use,,value,ktoe,0.0,31
2017,Animal biomass,Blast furnaces,Demand,Energy industry use,,value,ktoe,0.0,32
2017,Animal biomass,Patent fuel manufacture,Demand,Energy industry use,,value,ktoe,0.0,33
2017,Animal biomass,Pumped storage,Demand,Energy industry use,,value,ktoe,0.0,34
2017,Animal biomass,Other,Demand,Energy industry use,,value,ktoe,0.0,35
2017,Animal biomass,Losses,Demand,,,value,ktoe,0.0,36
2017,Animal biomass,Final consumption,Demand,Final consumption,,sum,ktoe,11.11,37
2017,Animal biomass,Industry,Demand,Final consumption,Industry,sum,ktoe,11.11,38
2017,Animal biomass,Unclassified,Demand,Final consumption,Industry,value,ktoe,0.0,39
2017,Animal biomass,Iron and steel,Demand,Final consumption,Industry,value,ktoe,0.0,40
2017,Animal biomass,Non-ferrous metals,Demand,Final consumption,Industry,value,ktoe,0.0,41
2017,Animal biomass,Mineral products,Demand,Final consumption,Industry,value,ktoe,11.11,42
2017,Animal biomass,Chemicals,Demand,Final consumption,Industry,value,ktoe,0.0,43
2017,Animal biomass,"Mechanical engineering, etc",Demand,Final consumption,Industry,value,ktoe,0.0,44
2017,Animal biomass,"Electrical engineering, etc",Demand,Final consumption,Industry,value,ktoe,0.0,45
2017,Animal biomass,Vehicles,Demand,Final consumption,Industry,value,ktoe,0.0,46
2017,Animal biomass,"Food, beverages, etc",Demand,Final consumption,Industry,value,ktoe,0.0,47
2017,Animal biomass,"Textiles, leather, etc",Demand,Final consumption,Industry,value,ktoe,0.0,48
2017,Animal biomass,"Paper, printing, etc",Demand,Final consumption,Industry,value,ktoe,0.0,49
2017,Animal biomass,Other industries,Demand,Final consumption,Industry,value,ktoe,0.0,50
2017,Animal biomass,Construction,Demand,Final consumption,Industry,value,ktoe,0.0,51
2017,Animal biomass,Transport,Demand,Final consumption,Transport,sum,ktoe,0.0,52
2017,Animal biomass,Air,Demand,Final consumption,Transport,value,ktoe,0.0,53
2017,Animal biomass,Rail,Demand,Final consumption,Transport,value,ktoe,0.0,54
2017,Animal biomass,Road,Demand,Final consumption,Transport,value,ktoe,0.0,55
2017,Animal biomass,National navigation,Demand,Final consumption,Transport,value,ktoe,0.0,56
2017,Animal biomass,Pipelines,Demand,Final consumption,Transport,value,ktoe,0.0,57
2017,Animal biomass,Other,Demand,Final consumption,Other final users,sum,ktoe,0.0,58
2017,Animal biomass,Domestic,Demand,Final consumption,Other final users,value,ktoe,0.0,59
2017,Animal biomass,Public administration,Demand,Final consumption,Other final users,value,ktoe,0.0,60
2017,Animal biomass,Commercial,Demand,Final consumption,Other final users,value,ktoe,0.0,61
2017,Animal biomass,Agriculture,Demand,Final consumption,Other final users,value,ktoe,0.0,62
2017,Animal biomass,Miscellaneous,Demand,Final consumption,Other final users,value,ktoe,0.0,63
2017,Animal biomass,Non energy use,Demand,Final consumption,,value,ktoe,0.0,64
2017,Heat pumps,Production,Supply,,,value,ktoe,997.58,6
2017,Heat pumps,Other sources,Supply,,,value,ktoe,0.0,7
2017,Heat pumps,Imports,Supply,,,value,ktoe,0.0,8
2017,Heat pumps,Exports,Supply,,,value,ktoe,0.0,9
2017,Heat pumps,Marine bunkers,Supply,,,value,ktoe,0.0,10
2017,Heat pumps,Stock change,Supply,,,value,ktoe,0.0,11
2017,Heat pumps,Transfers,Supply,,,value,ktoe,0.0,12
2017,Heat pumps,Total supply,Supply,,,sum,ktoe,997.58,13
2017,Heat pumps,Statistical difference,Statistical difference,,,value,ktoe,0.0,14
2017,Heat pumps,Total demand,Demand,,,sum,ktoe,997.58,15
2017,Heat pumps,Transformation,Demand,Transformation,,sum,ktoe,0.0,16
2017,Heat pumps,Electricity generation,Demand,Transformation,,sum,ktoe,0.0,17
2017,Heat pumps,Major power producers,Demand,Transformation,,value,ktoe,0.0,18
2017,Heat pumps,Autogenerators,Demand,Transformation,,value,ktoe,0.0,19
2017,Heat pumps,Heat generation,Demand,Transformation,,value,ktoe,0.0,20
2017,Heat pumps,Petroleum refineries,Demand,Transformation,,value,ktoe,0.0,21
2017,Heat pumps,Coke manufacture,Demand,Transformation,,value,ktoe,0.0,22
2017,Heat pumps,Blast furnaces,Demand,Transformation,,value,ktoe,0.0,23
2017,Heat pumps,Patent fuel manufacture,Demand,Transformation,,value,ktoe,0.0,24
2017,Heat pumps,Other,Demand,Transformation,,value,ktoe,0.0,25
2017,Heat pumps,Energy industry use,Demand,Energy industry use,,sum,ktoe,0.0,26
2017,Heat pumps,Electricity generation,Demand,Energy industry use,,value,ktoe,0.0,27
2017,Heat pumps,Oil and gas extraction,Demand,Energy industry use,,value,ktoe,0.0,28
2017,Heat pumps,Petroleum refineries,Demand,Energy industry use,,value,ktoe,0.0,29
2017,Heat pumps,Coal extraction,Demand,Energy industry use,,value,ktoe,0.0,30
2017,Heat pumps,Coke manufacture,Demand,Energy industry use,,value,ktoe,0.0,31
2017,Heat pumps,Blast furnaces,Demand,Energy industry use,,value,ktoe,0.0,32
2017,Heat pumps,Patent fuel manufacture,Demand,Energy industry use,,value,ktoe,0.0,33
2017,Heat pumps,Pumped storage,Demand,Energy industry use,,value,ktoe,0.0,34
2017,Heat pumps,Other,Demand,Energy industry use,,value,ktoe,0.0,35
2017,Heat pumps,Losses,Demand,,,value,ktoe,0.0,36
2017,Heat pumps,Final consumption,Demand,Final consumption,,sum,ktoe,997.58,37
2017,Heat pumps,Industry,Demand,Final consumption,Industry,sum,ktoe,1.49,38
2017,Heat pumps,Unclassified,Demand,Final consumption,Industry,value,ktoe,1.49,39
2017,Heat pumps,Iron and steel,Demand,Final consumption,Industry,value,ktoe,0.0,40
2017,Heat pumps,Non-ferrous metals,Demand,Final consumption,Industry,value,ktoe,0.0,41
2017,Heat pumps,Mineral products,Demand,Final consumption,Industry,value,ktoe,0.0,42
2017,Heat pumps,Chemicals,Demand,Final consumption,Industry,value,ktoe,0.0,43
2017,Heat pumps,"Mechanical engineering, etc",Demand,Final consumption,Industry,value,ktoe,0.0,44
2017,Heat pumps,"Electrical engineering, etc",Demand,Final consumption,Industry,value,ktoe,0.0,45
2017,Heat pumps,Vehicles,Demand,Final consumption,Industry,value,ktoe,0.0,46
2017,Heat pumps,"Food, beverages, etc",Demand,Final consumption,Industry,value,ktoe,0.0,47
2017,Heat pumps,"Textiles, leather, etc",Demand,Final consumption,Industry,value,ktoe,0.0,48
2017,Heat pumps,"Paper, printing, etc",Demand,Final consumption,Industry,value,ktoe,0.0,49
2017,Heat pumps,Other industries,Demand,Final consumption,Industry,value,ktoe,0.0,50
2017,Heat pumps,Construction,Demand,Final consumption,Industry,value,ktoe,0.0,51
2017,Heat pumps,Transport,Demand,Final consumption,Transport,sum,ktoe,0.0,52
2017,Heat pumps,Air,Demand,Final consumption,Transport,value,ktoe,0.0,53
2017,Heat pumps,Rail,Demand,Final consumption,Transport,value,ktoe,0.0,54
2017,Heat pumps,Road,Demand,Final consumption,Transport,value,ktoe,0.0,55
2017,Heat pumps,National navigation,Demand,Final consumption,Transport,value,ktoe,0.0,56
2017,Heat pumps,Pipelines,Demand,Final consumption,Transport,value,ktoe,0.0,57
2017,Heat pumps,Other,Demand,Final consumption,Other final users,sum,ktoe,996.09,58
2017,Heat pumps,Domestic,Demand,Final consumption,Other final users,value,ktoe,103.26,59
2017,Heat pumps,Public administration,Demand,Final consumption,Other final users,value,ktoe,0.0,60
2017,Heat pumps,Commercial,Demand,Final consumption,Other final users,value,ktoe,892.83,61
2017,Heat pumps,Agriculture,Demand,Final consumption,Other final users,value,ktoe,0.0,62
2017,Heat pumps,Miscellaneous,Demand,Final consumption,Other final users,value,ktoe,0.0,63
2017,Heat pumps,Non energy use,Demand,Final consumption,,value,ktoe,0.0,64
2017,Hydro,Production,Supply,,,value,ktoe,505.75,6
2017,Hydro,Other sources,Supply,,,value,ktoe,0.0,7
2017,Hydro,Imports,Supply,,,value,ktoe,0.0,8
2017,Hydro,Exports,Supply,,,value,ktoe,0.0,9
2017,Hydro,Marine bunkers,Supply,,,value,ktoe,0.0,10
2017,Hydro,Stock change,Supply,,,value,ktoe,0.0,11
2017,Hydro,Transfers,Supply,,,value,ktoe,0.0,12
2017,Hydro,Total supply,Supply,,,sum,ktoe,505.75,13
2017,Hydro,Statistical difference,Statistical difference,,,value,ktoe,0.0,14
2017,Hydro,Total demand,Demand,,,sum,ktoe,505.75,15
2017,Hydro,Transformation,Demand,Transformation,,sum,ktoe,505.75,16
2017,Hydro,Electricity generation,Demand,Transformation,,sum,ktoe,505.75,17
2017,Hydro,Major power producers,Demand,Transformation,,value,ktoe,359.29,18
2017,Hydro,Autogenerators,Demand,Transformation,,value,ktoe,146.46,19
2017,Hydro,Heat generation,Demand,Transformation,,value,ktoe,0.0,20
2017,Hydro,Petroleum refineries,Demand,Transformation,,value,ktoe,0.0,21
2017,Hydro,Coke manufacture,Demand,Transformation,,value,ktoe,0.0,22
2017,Hydro,Blast furnaces,Demand,Transformation,,value,ktoe,0.0,23
2017,Hydro,Patent fuel manufacture,Demand,Transformation,,value,ktoe,0.0,24
2017,Hydro,Other,Demand,Transformation,,value,ktoe,0.0,25
2017,Hydro,Energy industry use,Demand,Energy industry use,,sum,ktoe,0.0,26
2017,Hydro,Electricity generation,Demand,Energy industry use,,value,ktoe,0.0,27
2017,Hydro,Oil and gas extraction,Demand,Energy industry use,,value,ktoe,0.0,28
2017,Hydro,Petroleum refineries,Demand,Energy industry use,,value,ktoe,0.0,29
2017,Hydro,Coal extraction,Demand,Energy industry use,,value,ktoe,0.0,30
2017,Hydro,Coke manufacture,Demand,Energy industry use,,value,ktoe,0.0,31
2017,Hydro,Blast furnaces,Demand,Energy industry use,,value,ktoe,0.0,32
2017,Hydro,Patent fuel manufacture,Demand,Energy industry use,,value,ktoe,0.0,33
2017,Hydro,Pumped storage,Demand,Energy industry use,,value,ktoe,0.0,34
2017,Hydro,Other,Demand,Energy industry use,,value,ktoe,0.0,35
2017,Hydro,Losses,Demand,,,value,ktoe,0.0,36
2017,Hydro,Final consumption,Demand,Final consumption,,sum,ktoe,0.0,37
2017,Hydro,Industry,Demand,Final consumption,Industry,sum,ktoe,0.0,38
2017,Hydro,Unclassified,Demand,Final consumption,Industry,value,ktoe,0.0,39
2017,Hydro,Iron and steel,Demand,Final consumption,Industry,value,ktoe,0.0,40
2017,Hydro,Non-ferrous metals,Demand,Final consumption,Industry,value,ktoe,0.0,41
2017,Hydro,Mineral products,Demand,Final consumption,Industry,value,ktoe,0.0,42
2017,Hydro,Chemicals,Demand,Final consumption,Industry,value,ktoe,0.0,43
2017,Hydro,"Mechanical engineering, etc",Demand,Final consumption,Industry,value,ktoe,0.0,44
2017,Hydro,"Electrical engineering, etc",Demand,Final consumption,Industry,value,ktoe,0.0,45
2017,Hydro,Vehicles,Demand,Final consumption,Industry,value,ktoe,0.0,46
2017,Hydro,"Food, beverages, etc",Demand,Final consumption,Industry,value,ktoe,0.0,47
2017,Hydro,"Textiles, leather, etc",Demand,Final consumption,Industry,value,ktoe,0.0,48
2017,Hydro,"Paper, printing, etc",Demand,Final consumption,Industry,value,ktoe,0.0,49
2017,Hydro,Other industries,Demand,Final consumption,Industry,value,ktoe,0.0,50
2017,Hydro,Construction,Demand,Final consumption,Industry,value,ktoe,0.0,51
2017,Hydro,Transport,Demand,Final consumption,Transport,sum,ktoe,0.0,52
2017,Hydro,Air,Demand,Final consumption,Transport,value,ktoe,0.0,53
2017,Hydro,Rail,Demand,Final consumption,Transport,value,ktoe,0.0,54
2017,Hydro,Road,Demand,Final consumption,Transport,value,ktoe,0.0,55
2017,Hydro,National navigation,Demand,Final consumption,Transport,value,ktoe,0.0,56
2017,Hydro,Pipelines,Demand,Final consumption,Transport,value,ktoe,0.0,57
2017,Hydro,Other,Demand,Final consumption,Other final users,sum,ktoe,0.0,58
2017,Hydro,Domestic,Demand,Final consumption,Other final users,value,ktoe,0.0,59
2017,Hydro,Public administration,Demand,Final consumption,Other final users,value,ktoe,0.0,60
2017,Hydro,Commercial,Demand,Final consumption,Other final users,value,ktoe,0.0,61
2017,Hydro,Agriculture,Demand,Final consumption,Other final users,value,ktoe,0.0,62
2017,Hydro,Miscellaneous,Demand,Final consumption,Other final users,value,ktoe,0.0,63
2017,Hydro,Non energy use,Demand,Final consumption,,value,ktoe,0.0,64
2017,Landfill gas,Production,Supply,,,value,ktoe,1418.56,6
2017,Landfill gas,Other sources,Supply,,,value,ktoe,0.0,7
2017,Landfill gas,Imports,Supply,,,value,ktoe,0.0,8
2017,Landfill gas,Exports,Supply,,,value,ktoe,0.0,9
2017,Landfill gas,Marine bunkers,Supply,,,value,ktoe,0.0,10
2017,Landfill gas,Stock change,Supply,,,value,ktoe,0.0,11
2017,Landfill gas,Transfers,Supply,,,value,ktoe,0.0,12
2017,Landfill gas,Total supply,Supply,,,sum,ktoe,1418.56,13
2017,Landfill gas,Statistical difference,Statistical difference,,,value,ktoe,0.0,14
2017,Landfill gas,Total demand,Demand,,,sum,ktoe,1418.56,15
2017,Landfill gas,Transformation,Demand,Transformation,,sum,ktoe,1404.98,16
2017,Landfill gas,Electricity generation,Demand,Transformation,,sum,ktoe,1404.98,17
2017,Landfill gas,Major power producers,Demand,Transformation,,value,ktoe,0.0,18
2017,Landfill gas,Autogenerators,Demand,Transformation,,value,ktoe,1404.98,19
2017,Landfill gas,Heat generation,Demand,Transformation,,value,ktoe,0.0,20
2017,Landfill gas,Petroleum refineries,Demand,Transformation,,value,ktoe,0.0,21
2017,Landfill gas,Coke manufacture,Demand,Transformation,,value,ktoe,0.0,22
2017,Landfill gas,Blast furnaces,Demand,Transformation,,value,ktoe,0.0,23
2017,Landfill gas,Patent fuel manufacture,Demand,Transformation,,value,ktoe,0.0,24
2017,Landfill gas,Other,Demand,Transformation,,value,ktoe,0.0,25
2017,Landfill gas,Energy industry use,Demand,Energy industry use,,sum,ktoe,0.0,26
2017,Landfill gas,Electricity generation,Demand,Energy industry use,,value,ktoe,0.0,27
2017,Landfill gas,Oil and gas extraction,Demand,Energy industry use,,value,ktoe,0.0,28
2017,Landfill gas,Petroleum refineries,Demand,Energy industry use,,value,ktoe,0.0,29
2017,Landfill gas,Coal extraction,Demand,Energy industry use,,value,ktoe,0.0,30
2017,Landfill gas,Coke manufacture,Demand,Energy industry use,,value,ktoe,0.0,31
2017,Landfill gas,Blast furnaces,Demand,Energy industry use,,value,ktoe,0.0,32
2017,Landfill gas,Patent fuel manufacture,Demand,Energy industry use,,value,ktoe,0.0,33
2017,Landfill gas,Pumped storage,Demand,Energy industry use,,value,ktoe,0.0,34
2017,Landfill gas,Other,Demand,Energy industry use,,value,ktoe,0.0,35
2017,Landfill gas,Losses,Demand,,,value,ktoe,0.0,36
2017,Landfill gas,Final consumption,Demand,Final consumption,,sum,ktoe,13.58,37
2017,Landfill gas,Industry,Demand,Final consumption,Industry,sum,ktoe,13.58,38
2017,Landfill gas,Unclassified,Demand,Final consumption,Industry,value,ktoe,0.0,39
2017,Landfill gas,Iron and steel,Demand,Final consumption,Industry,value,ktoe,0.0,40
2017,Landfill gas,Non-ferrous metals,Demand,Final consumption,Industry,value,ktoe,0.0,41
2017,Landfill gas,Mineral products,Demand,Final consumption,Industry,value,ktoe,13.58,42
2017,Landfill gas,Chemicals,Demand,Final consumption,Industry,value,ktoe,0.0,43
2017,Landfill gas,"Mechanical engineering, etc",Demand,Final consumption,Industry,value,ktoe,0.0,44
2017,Landfill gas,"Electrical engineering, etc",Demand,Final consumption,Industry,value,ktoe,0.0,45
2017,Landfill gas,Vehicles,Demand,Final consumption,Industry,value,ktoe,0.0,46
2017,Landfill gas,"Food, beverages, etc",Demand,Final consumption,Industry,value,ktoe,0.0,47
2017,Landfill gas,"Textiles, leather, etc",Demand,Final consumption,Industry,value,ktoe,0.0,48
2017,Landfill gas,"Paper, printing, etc",Demand,Final consumption,Industry,value,ktoe,0.0,49
2017,Landfill gas,Other industries,Demand,Final consumption,Industry,value,ktoe,0.0,50
2017,Landfill gas,Construction,Demand,Final consumption,Industry,value,ktoe,0.0,51
2017,Landfill gas,Transport,Demand,Final consumption,Transport,sum,ktoe,0.0,52
2017,Landfill gas,Air,Demand,Final consumption,Transport,value,ktoe,0.0,53
2017,Landfill gas,Rail,Demand,Final consumption,Transport,value,ktoe,0.0,54
2017,Landfill gas,Road,Demand,Final consumption,Transport,value,ktoe,0.0,55
2017,Landfill gas,National navigation,Demand,Final consumption,Transport,value,ktoe,0.0,56
2017,Landfill gas,Pipelines,Demand,Final consumption,Transport,value,ktoe,0.0,57
2017,Landfill gas,Other,Demand,Final consumption,Other final users,sum,ktoe,0.0,58
2017,Landfill gas,Domestic,Demand,Final consumption,Other final users,value,ktoe,0.0,59
2017,Landfill gas,Public administration,Demand,Final consumption,Other final users,value,ktoe,0.0,60
2017,Landfill gas,Commercial,Demand,Final consumption,Other final users,value,ktoe,0.0,61
2017,Landfill gas,Agriculture,Demand,Final consumption,Other final users,value,ktoe,0.0,62
2017,Landfill gas,Miscellaneous,Demand,Final consumption,Other final users,value,ktoe,0.0,63
2017,Landfill gas,Non energy use,Demand,Final consumption,,value,ktoe,0.0,64
2017,Liquid biofuels,Production,Supply,,,value,ktoe,794.05,6
2017,Liquid biofuels,Other sources,Supply,,,value,ktoe,0.0,7
2017,Liquid biofuels,Imports,Supply,,,value,ktoe,490.06,8
2017,Liquid biofuels,Exports,Supply,,,value,ktoe,-286.99,9
2017,Liquid biofuels,Marine bunkers,Supply,,,value,ktoe,0.0,10
2017,Liquid biofuels,Stock change,Supply,,,value,ktoe,0.0,11
2017,Liquid biofuels,Transfers,Supply,,,value,ktoe,0.0,12
2017,Liquid biofuels,Total supply,Supply,,,sum,ktoe,997.12,13
2017,Liquid biofuels,Statistical difference,Statistical difference,,,value,ktoe,0.0,14
2017,Liquid biofuels,Total demand,Demand,,,sum,ktoe,997.12,15
2017,Liquid biofuels,Transformation,Demand,Transformation,,sum,ktoe,0.0,16
2017,Liquid biofuels,Electricity generation,Demand,Transformation,,sum,ktoe,0.0,17
2017,Liquid biofuels,Major power producers,Demand,Transformation,,value,ktoe,0.0,18
2017,Liquid biofuels,Autogenerators,Demand,Transformation,,value,ktoe,0.0,19
2017,Liquid biofuels,Heat generation,Demand,Transformation,,value,ktoe,0.0,20
2017,Liquid biofuels,Petroleum refineries,Demand,Transformation,,value,ktoe,0.0,21
2017,Liquid biofuels,Coke manufacture,Demand,Transformation,,value,ktoe,0.0,22
2017,Liquid biofuels,Blast furnaces,Demand,Transformation,,value,ktoe,0.0,23
2017,Liquid biofuels,Patent fuel manufacture,Demand,Transformation,,value,ktoe,0.0,24
2017,Liquid biofuels,Other,Demand,Transformation,,value,ktoe,0.0,25
2017,Liquid biofuels,Energy industry use,Demand,Energy industry use,,sum,ktoe,0.0,26
2017,Liquid biofuels,Electricity generation,Demand,Energy industry use,,value,ktoe,0.0,27
2017,Liquid biofuels,Oil and gas extraction,Demand,Energy industry use,,value,ktoe,0.0,28
2017,Liquid biofuels,Petroleum refineries,Demand,Energy industry use,,value,ktoe,0.0,29
2017,Liquid biofuels,Coal extraction,Demand,Energy industry use,,value,ktoe,0.0,30
2017,Liquid biofuels,Coke manufacture,Demand,Energy industry use,,value,ktoe,0.0,31
2017,Liquid biofuels,Blast furnaces,Demand,Energy industry use,,value,ktoe,0.0,32
2017,Liquid biofuels,Patent fuel manufacture,Demand,Energy industry use,,value,ktoe,0.0,33
2017,Liquid biofuels,Pumped storage,Demand,Energy industry use,,value,ktoe,0.0,34
2017,Liquid biofuels,Other,Demand,Energy industry use,,value,ktoe,0.0,35
2017,Liquid biofuels,Losses,Demand,,,value,ktoe,0.0,36
2017,Liquid biofuels,Final consumption,Demand,Final consumption,,sum,ktoe,997.12,37
2017,Liquid biofuels,Industry,Demand,Final consumption,Industry,sum,ktoe,0.0,38
2017,Liquid biofuels,Unclassified,Demand,Final consumption,Industry,value,ktoe,0.0,39
2017,Liquid biofuels,Iron and steel,Demand,Final consumption,Industry,value,ktoe,0.0,40
2017,Liquid biofuels,Non-ferrous metals,Demand,Final consumption,Industry,value,ktoe,0.0,41
2017,Liquid biofuels,Mineral products,Demand,Final consumption,Industry,value,ktoe,0.0,42
2017,Liquid biofuels,Chemicals,Demand,Final consumption,Industry,value,ktoe,0.0,43
2017,Liquid biofuels,"Mechanical engineering, etc",Demand,Final consumption,Industry,value,ktoe,0.0,44
2017,Liquid biofuels,"Electrical engineering, etc",Demand,Final consumption,Industry,value,ktoe,0.0,45
2017,Liquid biofuels,Vehicles,Demand,Final consumption,Industry,value,ktoe,0.0,46
2017,Liquid biofuels,"Food, beverages, etc",Demand,Final consumption,Industry,value,ktoe,0.0,47
2017,Liquid biofuels,"Textiles, leather, etc",Demand,Final consumption,Industry,value,ktoe,0.0,48
2017,Liquid biofuels,"Paper, printing, etc",Demand,Final consumption,Industry,value,ktoe,0.0,49
2017,Liquid biofuels,Other industries,Demand,Final consumption,Industry,value,ktoe,0.0,50
2017,Liquid biofuels,Construction,Demand,Final consumption,Industry,value,ktoe,0.0,51
2017,Liquid biofuels,Transport,Demand,Final consumption,Transport,sum,ktoe,997.12,52
2017,Liquid biofuels,Air,Demand,Final consumption,Transport,value,ktoe,0.0,53
2017,Liquid biofuels,Rail,Demand,Final consumption,Transport,value,ktoe,0.0,54
2017,Liquid biofuels,Road,Demand,Final consumption,Transport,value,ktoe,997.12,55
2017,Liquid biofuels,National navigation,Demand,Final consumption,Transport,value,ktoe,0.0,56
2017,Liquid biofuels,Pipelines,Demand,Final consumption,Transport,value,ktoe,0.0,57
2017,Liquid biofuels,Other,Demand,Final consumption,Other final users,sum,ktoe,0.0,58
2017,Liquid biofuels,Domestic,Demand,Final consumption,Other final users,value,ktoe,0.0,59
2017,Liquid biofuels,Public administration,Demand,Final consumption,Other final users,value,ktoe,0.0,60
2017,Liquid biofuels,Commercial,Demand,Final consumption,Other final users,value,ktoe,0.0,61
2017,Liquid biofuels,Agriculture,Demand,Final consumption,Other final users,value,ktoe,0.0,62
2017,Liquid biofuels,Miscellaneous,Demand,Final consumption,Other final users,value,ktoe,0.0,63
2017,Liquid biofuels,Non energy use,Demand,Final consumption,,value,ktoe,0.0,64
2017,Non-renewable waste,Production,Supply,,,value,ktoe,1358.7404043508025,6
2017,Non-renewable waste,Other sources,Supply,,,value,ktoe,0.0,7
2017,Non-renewable waste,Imports,Supply,,,value,ktoe,0.0,8
2017,Non-renewable waste,Exports,Supply,,,value,ktoe,0.0,9
2017,Non-renewable waste,Marine bunkers,Supply,,,value,ktoe,0.0,10
2017,Non-renewable waste,Stock change,Supply,,,value,ktoe,0.0,11
2017,Non-renewable waste,Transfers,Supply,,,value,ktoe,0.0,12
2017,Non-renewable waste,Total supply,Supply,,,sum,ktoe,1358.7404043508025,13
2017,Non-renewable waste,Statistical difference,Statistical difference,,,value,ktoe,0.0,14
2017,Non-renewable waste,Total demand,Demand,,,sum,ktoe,1358.7404043508025,15
2017,Non-renewable waste,Transformation,Demand,Transformation,,sum,ktoe,1213.9404043508025,16
2017,Non-renewable waste,Electricity generation,Demand,Transformation,,sum,ktoe,1190.92,17
2017,Non-renewable waste,Major power producers,Demand,Transformation,,value,ktoe,449.25,18
2017,Non-renewable waste,Autogenerators,Demand,Transformation,,value,ktoe,741.67,19
2017,Non-renewable waste,Heat generation,Demand,Transformation,,value,ktoe,23.020404350802387,20
2017,Non-renewable waste,Petroleum refineries,Demand,Transformation,,value,ktoe,0.0,21
2017,Non-renewable waste,Coke manufacture,Demand,Transformation,,value,ktoe,0.0,22
2017,Non-renewable waste,Blast furnaces,Demand,Transformation,,value,ktoe,0.0,23
2017,Non-renewable waste,Patent fuel manufacture,Demand,Transformation,,value,ktoe,0.0,24
2017,Non-renewable waste,Other,Demand,Transformation,,value,ktoe,0.0,25
2017,Non-renewable waste,Energy industry use,Demand,Energy industry use,,sum,ktoe,0.0,26
2017,Non-renewable waste,Electricity generation,Demand,Energy industry use,,value,ktoe,0.0,27
2017,Non-renewable waste,Oil and gas extraction,Demand,Energy industry use,,value,ktoe,0.0,28
2017,Non-renewable waste,Petroleum refineries,Demand,Energy industry use,,value,ktoe,0.0,29
2017,Non-renewable waste,Coal extraction,Demand,Energy industry use,,value,ktoe,0.0,30
2017,Non-renewable waste,Coke manufacture,Demand,Energy industry use,,value,ktoe,0.0,31
2017,Non-renewable waste,Blast furnaces,Demand,Energy industry use,,value,ktoe,0.0,32
2017,Non-renewable waste,Patent fuel manufacture,Demand,Energy industry use,,value,ktoe,0.0,33
2017,Non-renewable waste,Pumped storage,Demand,Energy industry use,,value,ktoe,0.0,34
2017,Non-renewable waste,Other,Demand,Energy industry use,,value,ktoe,0.0,35
2017,Non-renewable waste,Losses,Demand,,,value,ktoe,0.0,36
2017,Non-renewable waste,Final consumption,Demand,Final consumption,,sum,ktoe,144.8,37
2017,Non-renewable waste,Industry,Demand,Final consumption,Industry,sum,ktoe,86.87,38
2017,Non-renewable waste,Unclassified,Demand,Final consumption,Industry,value,ktoe,0.0,39
2017,Non-renewable waste,Iron and steel,Demand,Final consumption,Industry,value,ktoe,0.0,40
2017,Non-renewable waste,Non-ferrous metals,Demand,Final consumption,Industry,value,ktoe,0.0,41
2017,Non-renewable waste,Mineral products,Demand,Final consumption,Industry,value,ktoe,60.49,42
2017,Non-renewable waste,Chemicals,Demand,Final consumption,Industry,value,ktoe,25.61,43
2017,Non-renewable waste,"Mechanical engineering, etc",Demand,Final consumption,Industry,value,ktoe,0.76,44
2017,Non-renewable waste,"Electrical engineering, etc",Demand,Final consumption,Industry,value,ktoe,0.0,45
2017,Non-renewable waste,Vehicles,Demand,Final consumption,Industry,value,ktoe,0.0,46
2017,Non-renewable waste,"Food, beverages, etc",Demand,Final consumption,Industry,value,ktoe,0.0,47
2017,Non-renewable waste,"Textiles, leather, etc",Demand,Final consumption,Industry,value,ktoe,0.0,48
2017,Non-renewable waste,"Paper, printing, etc",Demand,Final consumption,Industry,value,ktoe,0.0,49
2017,Non-renewable waste,Other industries,Demand,Final consumption,Industry,value,ktoe,0.0,50
2017,Non-renewable waste,Construction,Demand,Final consumption,Industry,value,ktoe,0.0,51
